,BatchId,AccountId,SubscriptionId,CustomerId,ProviderId,ProductId,ProductCategory,ChannelId,Amount,Value,PricingStrategy,ClientProfile,TrasactionCategory,hour,FraudResult_cat_model_cft,FraudResult_cat_model_full_cft
24,87639,4841,3829,352,4,6,2,2,-5000.0,5000,2,0,2,2,0.0,0.0
25,79159,1782,4175,2171,5,10,0,3,10000.0,10000,4,3,2,2,0.0,0.0
26,105523,4841,3829,2171,4,6,2,2,-5000.0,5000,2,0,1,2,0.0,0.0
27,96706,1782,4175,2171,1,3,0,3,10000.0,10000,4,3,3,2,0.0,0.0
28,125154,4841,3829,2171,4,6,2,2,-5000.0,5000,2,0,3,2,0.0,0.0
29,104982,3017,4580,3442,1,15,2,3,10000.0,10000,2,0,2,3,0.0,0.0
30,128273,127,2098,449,5,10,0,3,10000.0,10000,4,1,2,3,0.0,0.0
31,32436,4841,3829,449,4,6,2,2,-5000.0,5000,2,0,1,3,0.0,0.0
32,58504,127,2098,449,1,3,0,3,10000.0,10000,4,1,1,3,0.0,0.0
33,128078,4841,3829,449,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
34,99989,4682,3076,5150,5,10,0,3,10000.0,10000,4,1,1,3,0.0,0.0
35,24813,4841,3829,5150,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
36,3587,4682,3076,5150,1,3,0,3,10000.0,10000,4,1,3,3,0.0,0.0
37,102737,4841,3829,5150,4,6,2,2,-5000.0,5000,2,0,3,3,0.0,0.0
38,125623,589,4407,927,5,10,0,3,10000.0,10000,4,1,3,3,0.0,0.0
39,33996,4841,3829,927,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
40,37557,589,4407,927,1,3,0,3,10000.0,10000,4,1,3,3,0.0,0.0
41,80035,589,4407,927,1,3,0,3,10000.0,10000,4,1,2,3,0.0,0.0
42,106104,2258,1079,2670,6,3,0,3,11000.0,11000,2,2,2,3,0.0,0.0
43,82622,3649,549,4089,1,11,1,3,500.0,500,4,0,3,3,0.0,0.0
44,109365,4841,3829,4089,4,6,2,2,-10.0,10,2,0,3,3,0.0,0.0
45,118615,1639,1147,2018,6,3,0,3,11000.0,11000,2,4,3,3,0.0,0.0
46,103614,3993,1778,4443,6,3,0,3,10000.0,10000,2,3,2,3,0.0,0.0
47,67352,36,2291,352,6,3,0,3,10034.0,10034,2,2,2,3,0.0,0.0
48,30556,1782,4175,2171,6,3,0,3,10000.0,10000,2,3,1,3,0.0,0.0
49,36467,127,2098,449,6,3,0,3,10000.0,10000,2,1,2,3,0.0,0.0
50,79755,893,1672,1242,5,15,2,3,14500.0,14500,2,2,2,3,0.0,0.0
51,47282,4682,3076,5150,6,3,0,3,10000.0,10000,2,1,3,3,0.0,0.0
52,53165,4567,616,5031,6,10,0,3,2000.0,2000,2,3,2,3,0.0,0.0
53,72215,4841,3829,5031,4,6,2,2,-40.0,40,2,0,2,3,0.0,0.0
54,24057,589,4407,927,5,3,0,3,10000.0,10000,4,1,3,3,0.0,0.0
55,19772,893,1672,1242,1,15,2,3,6000.0,6000,2,2,2,3,0.0,0.0
56,76545,4841,3829,927,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
57,78847,589,4407,927,6,3,0,3,10000.0,10000,2,1,1,3,0.0,0.0
58,4293,1011,928,1362,1,10,0,3,10000.0,10000,4,1,1,3,0.0,0.0
59,55122,1011,928,1362,5,3,0,3,10000.0,10000,4,1,3,3,0.0,0.0
60,116636,4841,3829,1362,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
61,100557,1011,928,1362,5,3,0,3,10000.0,10000,4,1,3,3,0.0,0.0
62,117404,4841,3829,1362,4,6,2,2,-500.0,500,2,0,2,3,0.0,0.0
63,84217,893,1672,1242,6,3,0,3,10000.0,10000,2,2,3,3,0.0,0.0
64,100705,4841,3829,1242,4,6,2,2,-5000.0,5000,2,0,3,3,0.0,0.0
65,109147,893,1672,1242,6,10,0,3,10000.0,10000,2,2,3,3,0.0,0.0
66,108270,3760,2012,4203,5,3,0,3,10000.0,10000,4,4,3,3,0.0,0.0
67,134576,4841,3829,1242,4,6,2,2,-5000.0,5000,2,0,3,3,0.0,0.0
68,125928,4841,3829,4203,4,6,2,2,-5000.0,5000,2,0,1,3,0.0,0.0
69,4424,893,1672,1242,6,10,0,3,10500.0,10500,2,2,3,3,0.0,0.0
70,47509,4841,3829,1242,4,6,2,2,-10.0,10,2,0,3,3,0.0,0.0
71,117306,1332,793,1695,3,15,2,3,10000.0,10000,2,2,2,3,0.0,0.0
72,7893,1332,793,1695,6,3,0,3,10000.0,10000,2,2,1,3,0.0,0.0
73,36237,4841,3829,1695,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
74,92585,456,3504,786,1,13,8,3,39000.0,42170,2,1,2,3,0.0,0.0
75,129946,456,3504,786,1,13,8,3,38500.0,41655,2,1,2,3,0.0,0.0
76,36222,4841,3829,786,4,6,2,2,-5000.0,5000,2,0,2,3,0.0,0.0
77,11523,456,3504,786,6,14,2,3,7530.0,7530,2,1,3,4,0.0,0.0
78,1856,2990,216,3415,5,15,2,3,21000.0,21000,2,1,2,4,0.0,0.0
79,65458,2994,2955,3419,5,3,0,3,2000.0,2000,4,1,3,4,0.0,0.0
80,56344,4416,2220,4873,6,3,0,3,1500.0,1500,2,0,3,4,0.0,0.0
81,28208,4841,3829,3419,4,6,2,2,-100.0,100,2,0,1,4,0.0,0.0
82,13238,387,1536,717,5,15,2,3,4600.0,4600,2,0,2,4,0.0,0.0
83,3017,4841,3829,4873,4,6,2,2,-75.0,75,2,0,1,4,0.0,0.0
84,93275,1332,793,1695,6,10,0,3,1000.0,1000,2,2,1,4,0.0,0.0
85,106277,1447,440,1815,5,3,0,3,5000.0,5000,4,1,2,4,0.0,0.0
86,40604,4841,3829,1815,4,6,2,2,-250.0,250,2,0,1,4,0.0,0.0
87,129005,387,1536,717,6,3,0,3,5000.0,5000,2,0,3,4,0.0,0.0
88,33452,4841,3829,717,4,6,2,2,-246.25,247,2,0,3,4,0.0,0.0
89,77615,3447,4352,3882,6,21,8,3,10000.0,11200,2,1,1,4,0.0,0.0
90,76994,4841,3829,3882,4,6,2,2,-5000.0,5000,2,0,3,4,0.0,0.0
91,122467,3447,4352,3882,6,3,0,3,2200.0,2200,2,1,1,4,0.0,0.0
92,18496,4841,3829,3882,4,6,2,2,-110.0,110,2,0,2,4,0.0,0.0
93,33434,2964,2072,3389,6,10,0,3,1200.0,1200,2,2,2,4,0.0,0.0
94,105538,4841,3829,3389,4,6,2,2,-20.0,20,2,0,3,4,0.0,0.0
95,116497,1332,793,1695,6,3,0,3,500.0,500,2,2,2,4,0.0,0.0
96,31447,2791,3926,3212,5,15,2,3,1000.0,1000,2,3,2,4,0.0,0.0
97,100006,921,189,1270,6,3,0,3,3000.0,3000,2,4,1,4,0.0,0.0
98,27741,3710,1340,4152,5,10,0,3,10000.0,10000,4,1,1,4,0.0,0.0
99,98507,4841,3829,1270,4,6,2,2,-150.0,150,2,0,3,4,0.0,0.0
100,51703,4841,3829,4152,4,6,2,2,-5000.0,5000,2,0,2,4,0.0,0.0
101,133140,3710,1340,4152,6,14,2,3,1115.0,1115,2,1,3,4,0.0,0.0
102,58516,3432,841,3867,5,15,2,3,50000.0,50000,2,1,2,4,0.0,0.0
103,105839,1630,2063,2009,5,15,2,3,10000.0,10000,2,3,3,4,0.0,0.0
104,32535,3710,1340,4152,6,14,2,3,558.0,558,2,1,1,4,0.0,0.0
105,66264,1630,2063,2009,6,10,0,3,10000.0,10000,2,3,3,4,0.0,0.0
106,88989,4841,3829,2009,4,6,2,2,-5000.0,5000,2,0,3,4,0.0,0.0
107,125703,1630,2063,2009,6,10,0,3,5000.0,5000,2,3,2,4,0.0,0.0
108,88789,4519,3783,4980,1,21,8,3,10000.0,11200,2,3,1,4,0.0,0.0
109,65527,3432,841,3867,6,21,8,3,10000.0,11200,2,1,1,4,0.0,0.0
110,32539,4841,3829,4980,4,6,2,2,-5000.0,5000,2,0,3,4,0.0,0.0
111,85046,4841,3829,3867,4,6,2,2,-5000.0,5000,2,0,3,4,0.0,0.0
112,29295,4840,3829,3867,4,6,2,2,-1000.0,1000,2,4,3,4,0.0,0.0
113,32034,975,4696,1324,5,15,2,3,20000.0,20000,2,0,3,4,0.0,0.0
114,29076,3710,1340,4152,6,14,2,3,1085.0,1085,2,1,2,4,0.0,0.0
115,39398,975,4696,1324,6,3,0,3,10000.0,10000,2,0,2,4,0.0,0.0
116,15134,4519,3783,4980,1,21,8,3,20000.0,21800,2,3,1,4,0.0,0.0
117,15123,4113,3467,4565,5,15,2,3,20000.0,20000,2,1,1,4,0.0,0.0
118,103513,4841,3829,1324,4,6,2,2,-5000.0,5000,2,0,1,4,0.0,0.0
119,40117,4841,3829,4980,4,6,2,2,-644.0,644,2,0,3,4,0.0,0.0
120,107582,4113,3467,4565,6,21,8,3,15000.0,16650,2,1,3,4,0.0,0.0
121,46984,4841,3829,4565,4,6,2,2,-5000.0,5000,2,0,2,4,0.0,0.0
122,73541,3432,841,3867,6,3,0,3,1000.0,1000,2,1,2,4,0.0,0.0
123,14967,4841,3829,3867,4,6,2,2,-50.0,50,2,0,3,4,0.0,0.0
124,95817,3710,1340,4152,6,14,2,3,2349.0,2349,2,1,3,4,0.0,0.0
125,109331,10,4346,2859,4,3,0,5,-5000.0,5000,4,0,2,4,0.0,0.0
126,98356,4131,1865,4583,5,10,0,3,1000.0,1000,4,1,1,4,0.0,0.0
127,24324,4841,3829,4583,4,6,2,2,-20.0,20,2,0,3,4,0.0,0.0
128,11656,3432,841,3867,6,3,0,3,1000.0,1000,2,1,3,5,0.0,0.0
129,74323,10,4346,2859,4,3,0,5,-5000.0,5000,4,0,3,5,0.0,0.0
130,127941,4841,3829,3867,4,6,2,2,-50.0,50,2,0,2,5,0.0,0.0
131,108236,456,3504,786,6,3,0,3,1200.0,1200,2,1,2,5,0.0,0.0
132,124774,1742,1049,2130,6,3,0,3,1800.0,1800,2,1,2,5,0.0,0.0
133,12088,4841,3829,2130,4,6,2,2,-90.0,90,2,0,1,5,0.0,0.0
134,34413,4691,2432,5159,6,3,0,3,5000.0,5000,2,3,1,5,0.0,0.0
135,85873,3605,939,4043,6,10,0,3,1000.0,1000,2,0,1,5,0.0,0.0
136,68795,4841,3829,4043,4,6,2,2,-20.0,20,2,0,3,5,0.0,0.0
137,66781,4367,432,4824,5,1,0,3,10000.0,10000,4,4,1,5,0.0,0.0
138,63926,4416,2220,4873,5,15,2,3,2000.0,2000,2,0,1,5,0.0,0.0
139,31319,4367,432,4824,5,1,0,3,10000.0,10000,4,4,1,5,0.0,0.0
140,114929,1742,1049,2130,6,3,0,3,1800.0,1800,2,1,2,5,0.0,0.0
141,100330,4841,3829,2130,4,6,2,2,-90.0,90,2,0,2,5,0.0,0.0
142,90584,4416,2220,4873,6,3,0,3,1555.0,1555,2,0,2,5,0.0,0.0
143,58465,4841,3829,4873,4,6,2,2,-77.75,78,2,0,1,5,0.0,0.0
144,951,4367,432,4824,5,1,0,3,10000.0,10000,4,4,3,5,0.0,0.0
145,49946,2436,1666,2852,6,10,0,3,1400.0,1400,2,3,2,5,0.0,0.0
146,65913,4841,3829,4824,4,6,2,2,-5000.0,5000,2,0,2,5,0.0,0.0
147,88552,2436,1666,2852,6,3,0,3,2020.0,2020,2,3,1,5,0.0,0.0
148,122272,4841,3829,2852,4,6,2,2,-50.0,50,2,0,2,5,0.0,0.0
149,110062,2553,4130,2970,1,15,2,3,2000.0,2000,2,1,3,5,0.0,0.0
150,129819,2553,4130,2970,6,3,0,3,1000.0,1000,2,1,2,5,0.0,0.0
151,135546,4841,3829,2970,4,6,2,2,-50.0,50,2,0,3,5,0.0,0.0
152,90629,10,4346,4645,4,10,0,5,-10000.0,10000,4,0,3,5,0.0,0.0
153,88098,2990,216,3415,6,10,0,3,10000.0,10000,2,1,2,5,0.0,0.0
154,24739,4841,3829,3415,4,6,2,2,-5000.0,5000,2,0,3,5,0.0,0.0
155,86782,3244,2395,3672,5,3,0,3,1000.0,1000,4,4,2,5,0.0,0.0
156,46801,318,3087,647,6,21,8,3,9000.0,10170,2,3,2,5,0.0,0.0
157,17849,3478,861,3914,5,3,0,3,1000.0,1000,4,4,1,5,0.0,0.0
158,30549,3027,3197,3452,5,15,2,3,20000.0,20000,2,2,1,5,0.0,0.0
159,26795,4841,3829,3672,4,6,2,2,-50.0,50,2,0,1,5,0.0,0.0
160,118469,2648,1311,3066,5,15,2,3,15000.0,15000,2,1,3,5,0.0,0.0
161,121729,4841,3829,647,4,6,2,2,-5000.0,5000,2,0,2,5,0.0,0.0
162,5551,3478,861,3914,5,3,0,3,1000.0,1000,4,4,2,5,0.0,0.0
163,96439,3027,3197,3452,6,10,0,3,12000.0,12000,2,2,3,5,0.0,0.0
164,9726,4841,3829,3452,4,6,2,2,-5000.0,5000,2,0,1,5,0.0,0.0
165,17098,4113,3467,4565,6,3,0,3,1000.0,1000,2,1,2,5,0.0,0.0
166,11001,4841,3829,4565,4,6,2,2,-50.0,50,2,0,3,5,0.0,0.0
167,80681,2990,216,3415,6,13,8,3,10000.0,11200,2,1,3,5,0.0,0.0
168,71831,1822,944,2213,3,11,1,3,10000.0,10000,1,0,2,5,0.0,0.0
169,46717,4841,3829,2213,4,6,2,2,-5000.0,5000,2,0,1,5,0.0,0.0
170,30728,4841,3829,3415,4,6,2,2,-5000.0,5000,2,0,3,5,0.0,0.0
171,127167,4193,2386,4645,5,10,0,3,2000.0,2000,4,4,1,5,0.0,0.0
172,81504,4767,2999,5236,5,1,0,3,4500.0,4500,4,3,2,5,0.0,0.0
173,6833,4841,3829,4645,4,6,2,2,-40.0,40,2,0,1,5,0.0,0.0
174,123786,4841,3829,5236,4,6,2,2,-225.0,225,2,0,1,5,0.0,0.0
175,20406,398,3350,4273,4,3,0,5,-40000.0,40000,4,2,2,5,0.0,0.0
176,93019,3027,3197,3452,6,10,0,3,5000.0,5000,2,2,1,5,0.0,0.0
177,98797,4841,3829,3452,4,6,2,2,-100.0,100,2,0,1,5,0.0,0.0
178,106864,3476,2958,3912,5,3,0,3,1000.0,1000,4,1,1,5,0.0,0.0
179,6767,1011,928,1362,1,10,0,3,10000.0,10000,4,1,3,5,0.0,0.0
180,55425,3235,2089,3663,5,21,8,3,20000.0,21800,2,0,3,5,0.0,0.0
181,88605,4841,3829,1362,4,6,2,2,-5000.0,5000,2,0,1,5,0.0,0.0
182,58829,1011,928,1362,6,3,0,3,10500.0,10500,2,1,1,5,0.0,0.0
183,74208,4471,1810,4931,6,10,0,3,2500.0,2500,2,1,1,5,0.0,0.0
184,2876,3235,2089,3663,5,15,2,3,21900.0,21900,2,0,3,5,0.0,0.0
185,7802,3760,2012,4203,1,10,0,3,10000.0,10000,4,4,2,5,0.0,0.0
186,21838,1054,2471,1407,5,15,2,3,13000.0,13000,2,4,2,5,0.0,0.0
187,13689,4841,3829,4203,4,6,2,2,-5000.0,5000,2,0,3,5,0.0,0.0
188,27771,3235,2089,3663,5,15,2,3,21900.0,21900,2,0,3,5,0.0,0.0
189,68828,4113,3467,4565,6,3,0,3,1000.0,1000,2,1,2,5,0.0,0.0
190,21325,4841,3829,4565,4,6,2,2,-50.0,50,2,0,2,5,0.0,0.0
191,71461,921,189,1270,6,3,0,3,3000.0,3000,2,4,1,5,0.0,0.0
192,72867,1708,3760,2093,1,15,2,3,21000.0,21000,2,2,3,5,0.0,0.0
193,99659,4670,3642,5138,1,15,2,3,50000.0,50000,2,2,2,5,0.0,0.0
194,116055,1708,3760,2093,6,3,0,3,10000.0,10000,2,2,2,5,0.0,0.0
195,53491,1054,2471,1407,6,19,7,3,12000.0,12000,2,4,2,5,0.0,0.0
196,39178,4841,3829,1407,4,6,2,2,-5000.0,5000,2,0,1,5,0.0,0.0
197,95294,4841,3829,2093,4,6,2,2,-5000.0,5000,2,0,2,5,0.0,0.0
198,112323,2648,1311,3066,6,10,0,3,1000.0,1000,2,1,2,5,0.0,0.0
199,75152,4841,3829,3066,4,6,2,2,-20.0,20,2,0,3,5,0.0,0.0
200,64806,1708,3760,2093,6,10,0,3,16000.0,16000,2,2,1,5,0.0,0.0
201,62596,1054,2471,1407,6,10,0,3,6000.0,6000,2,4,1,5,0.0,0.0
202,96231,4841,3829,2093,4,6,2,2,-5000.0,5000,2,0,2,5,0.0,0.0
203,26006,4670,3642,5138,6,10,0,3,10000.0,10000,2,2,1,5,0.0,0.0
204,133208,4841,3829,1407,4,6,2,2,-20.0,20,2,0,3,5,0.0,0.0
205,26902,4841,3829,5138,4,6,2,2,-5000.0,5000,2,0,2,5,0.0,0.0
206,133480,4113,3467,4565,1,15,2,3,20000.0,20000,2,1,1,5,0.0,0.0
207,129627,1708,3760,2093,6,10,0,3,5000.0,5000,2,2,2,5,0.0,0.0
208,120392,2203,2113,2612,5,15,2,3,9000.0,9000,2,2,2,5,0.0,0.0
209,99430,3476,2958,3912,5,15,2,3,3000.0,3000,2,1,2,5,0.0,0.0
210,106755,4113,3467,4565,1,15,2,3,19500.0,19500,2,1,1,5,0.0,0.0
211,133771,311,3079,640,3,15,2,3,10000.0,10000,2,2,1,5,0.0,0.0
212,18229,3476,2958,3912,6,3,0,3,1000.0,1000,2,1,3,5,0.0,0.0
213,93578,4841,3829,3912,4,6,2,2,-50.0,50,2,0,2,5,0.0,0.0
214,17138,387,1536,717,6,3,0,3,5000.0,5000,2,0,3,5,0.0,0.0
215,43024,352,1465,682,5,15,2,3,200000.0,200000,2,2,2,5,0.0,0.0
216,108781,3476,2958,3912,5,14,2,3,1050.0,1050,2,1,1,5,0.0,0.0
217,117211,3476,2958,3912,6,14,2,3,2090.0,2090,2,1,2,5,0.0,0.0
218,109071,311,3079,640,6,10,0,3,10000.0,10000,2,2,1,5,0.0,0.0
219,21511,4841,3829,640,4,6,2,2,-5000.0,5000,2,0,1,5,0.0,0.0
220,117749,3116,1449,3543,5,3,0,3,1000.0,1000,4,1,3,5,0.0,0.0
221,105819,4841,3829,3543,4,6,2,2,-50.0,50,2,0,2,5,0.0,0.0
222,92223,4377,1781,4834,3,10,0,3,10000.0,10000,1,4,2,5,0.0,0.0
223,74038,4841,3829,4834,4,6,2,2,-5000.0,5000,2,0,3,5,0.0,0.0
224,105355,311,3079,640,6,10,0,3,5000.0,5000,2,2,1,5,0.0,0.0
225,97412,3235,2089,3663,5,21,8,3,20000.0,21800,2,0,2,5,0.0,0.0
226,14548,4113,3467,4565,6,19,7,3,11000.0,11000,2,1,3,5,0.0,0.0
227,45155,4841,3829,4565,4,6,2,2,-5000.0,5000,2,0,3,5,0.0,0.0
228,19448,3204,4675,3632,6,3,0,3,1200.0,1200,2,1,1,5,0.0,0.0
229,28187,4841,3829,3632,4,6,2,2,-15.0,15,2,0,3,5,0.0,0.0
230,81485,3098,1025,3525,1,15,2,3,25000.0,25000,2,2,2,6,0.0,0.0
231,123580,2659,3327,3078,6,3,0,3,1000.0,1000,2,0,1,6,0.0,0.0
232,107945,4841,3829,3078,4,6,2,2,-50.0,50,2,0,1,6,0.0,0.0
233,66634,2854,2906,3276,1,10,0,3,1000.0,1000,4,1,3,6,0.0,0.0
234,118528,1408,3145,1773,1,15,2,3,800.0,800,2,4,3,6,0.0,0.0
235,133683,2547,3859,2963,5,10,0,3,10000.0,10000,4,0,2,6,0.0,0.0
236,85615,4841,3829,3276,4,6,2,2,-20.0,20,2,0,1,6,0.0,0.0
237,133887,4841,3829,2963,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
238,78143,2547,3859,2963,5,3,0,3,10000.0,10000,4,0,3,6,0.0,0.0
239,84611,1408,3145,1773,6,3,0,3,1500.0,1500,2,4,1,6,0.0,0.0
240,24194,4841,3829,2963,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
241,81153,4841,3829,1773,4,6,2,2,-40.0,40,2,0,1,6,0.0,0.0
242,135663,2547,3859,2963,5,1,0,3,10000.0,10000,4,0,2,6,0.0,0.0
243,17391,326,1208,655,5,15,2,3,10000.0,10000,2,2,2,6,0.0,0.0
244,124747,2203,2113,2612,5,15,2,3,10000.0,10000,2,2,3,6,0.0,0.0
245,65702,326,1208,655,6,10,0,3,12500.0,12500,2,2,3,6,0.0,0.0
246,10691,4841,3829,2963,4,6,2,2,-5000.0,5000,2,0,1,6,0.0,0.0
247,65330,4841,3829,655,4,6,2,2,-5000.0,5000,2,0,1,6,0.0,0.0
248,28754,3235,2089,3663,5,21,8,3,20000.0,21800,2,0,1,6,0.0,0.0
249,29303,2547,3859,2963,5,19,7,3,11000.0,11000,2,0,1,6,0.0,0.0
250,127981,4841,3829,2963,4,6,2,2,-5000.0,5000,2,0,3,6,0.0,0.0
251,75647,326,1208,655,5,15,2,3,10000.0,10000,2,2,3,6,0.0,0.0
252,82248,2966,1651,3391,5,15,2,3,10000.0,10000,2,3,1,6,0.0,0.0
253,37028,2250,2530,2662,6,10,0,3,10000.0,10000,2,3,3,6,0.0,0.0
254,112775,4734,2116,5203,5,10,0,3,10000.0,10000,4,1,1,6,0.0,0.0
255,134969,4841,3829,2662,4,6,2,2,-5000.0,5000,2,0,3,6,0.0,0.0
256,72829,4841,3829,5203,4,6,2,2,-5000.0,5000,2,0,1,6,0.0,0.0
257,10639,4734,2116,5203,5,1,0,3,10000.0,10000,4,1,3,6,0.0,0.0
258,106395,238,1609,563,6,10,0,3,900.0,900,2,4,2,6,0.0,0.0
259,45793,4758,397,5227,5,15,2,3,10000.0,10000,2,3,3,6,0.0,0.0
260,70233,4841,3829,5203,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
261,13658,352,1465,682,1,15,2,3,130000.0,130000,2,2,2,6,0.0,0.0
262,122767,3235,2089,3663,5,21,8,3,20000.0,21800,2,0,2,6,0.0,0.0
263,43645,4758,397,5227,6,10,0,3,10000.0,10000,2,3,3,6,0.0,0.0
264,131452,4841,3829,5227,4,6,2,2,-5000.0,5000,2,0,3,6,0.0,0.0
265,136101,2547,3859,2963,6,14,2,3,5250.0,5250,2,0,3,6,0.0,0.0
266,71950,470,383,800,1,15,2,3,1400.0,1400,2,4,2,6,0.0,0.0
267,24485,3970,1046,4420,5,21,8,3,10000.0,11200,2,2,1,6,0.0,0.0
268,103742,4758,397,5227,6,10,0,3,5000.0,5000,2,3,3,6,0.0,0.0
269,64911,926,2624,1275,6,1,0,3,1000.0,1000,2,1,3,6,0.0,0.0
270,48198,4841,3829,1275,4,6,2,2,-50.0,50,2,0,3,6,0.0,0.0
271,123060,3974,1389,4424,6,10,0,3,5000.0,5000,2,4,1,6,0.0,0.0
272,28224,4841,3829,4424,4,6,2,2,-100.0,100,2,0,1,6,0.0,0.0
273,96947,1652,3748,2032,5,10,0,3,10000.0,10000,4,2,1,6,0.0,0.0
274,36807,4841,3829,2032,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
275,87299,1652,3748,2032,5,1,0,3,10000.0,10000,4,2,1,6,0.0,0.0
276,42510,2966,1651,3391,6,10,0,3,10000.0,10000,2,3,2,6,0.0,0.0
277,42635,4841,3829,3391,4,6,2,2,-5000.0,5000,2,0,1,6,0.0,0.0
278,43802,961,4710,1310,1,15,2,3,10000.0,10000,2,0,3,6,0.0,0.0
279,135836,4841,3829,2032,4,6,2,2,-5000.0,5000,2,0,3,6,0.0,0.0
280,9357,3970,1046,4420,5,21,8,3,10000.0,11200,2,2,1,6,0.0,0.0
281,135281,2612,3044,3030,5,15,2,3,20000.0,20000,2,3,3,6,0.0,0.0
282,11321,3178,166,3605,5,1,0,3,11000.0,11000,4,3,3,6,0.0,0.0
283,49525,4841,3829,3605,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
284,59772,3970,1046,4420,5,21,8,3,10000.0,11200,2,2,3,6,0.0,0.0
285,61958,3173,3446,3600,1,10,0,3,10000.0,10000,4,3,3,6,0.0,0.0
286,35633,2612,3044,3030,5,15,2,3,19500.0,19500,2,3,3,6,0.0,0.0
287,54926,4841,3829,3600,4,6,2,2,-5000.0,5000,2,0,3,6,0.0,0.0
288,29500,2467,301,2883,6,10,0,3,2000.0,2000,2,2,2,6,0.0,0.0
289,62409,4841,3829,2883,4,6,2,2,-40.0,40,2,0,2,6,0.0,0.0
290,92807,812,3951,1156,1,15,2,3,10000.0,10000,2,0,2,6,0.0,0.0
291,38235,238,1609,563,6,10,0,3,1000.0,1000,2,4,3,6,0.0,0.0
292,75779,3726,3932,4169,5,15,2,3,2000.0,2000,2,4,3,6,0.0,0.0
293,119899,812,3951,1156,6,10,0,3,10000.0,10000,2,0,1,6,0.0,0.0
294,103719,3970,1046,4420,5,21,8,3,10000.0,11200,2,2,3,6,0.0,0.0
295,77310,4841,3829,1156,4,6,2,2,-5000.0,5000,2,0,2,6,0.0,0.0
296,122697,4841,3829,4420,4,6,2,2,-5000.0,5000,2,0,1,6,0.0,0.0
297,52543,4181,4068,4633,6,4,0,3,1000.0,1000,2,4,3,6,0.0,0.0
298,125141,2366,4834,7478,1,9,2,1,500.0,500,2,4,1,6,0.0,0.0
299,94059,2659,3327,3078,6,10,0,3,2000.0,2000,2,0,3,6,0.0,0.0
300,88887,4841,3829,3078,4,6,2,2,-40.0,40,2,0,3,6,0.0,0.0
